SampleID	Reference	Type	n_mapped	pct_mapped
P12752_1003	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1004	TorqueTenoVirus	15-TJN01	29	5.68
P12752_1004	TorqueTenoVirus	15-TJN01	7607	2.73
P12752_1005	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1005	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1006	TorqueTenoVirus	15-TJN01	183799	8.90
P12752_1006	TorqueTenoVirus	15-TJN01	332	15.58
P12752_1007	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1007	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1008	TorqueTenoVirus	15-TJN01	39	0.25
P12752_1008	TorqueTenoVirus	15-TJN01	51428	0.89
P12752_1009	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1009	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1009	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1009	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1010	TorqueTenoVirus	15-TJN01	123162	6.49
P12752_1010	TorqueTenoVirus	15-TJN01	383	7.57
P12752_1011	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1011	TorqueTenoVirus	15-TJN01	7	0.00
P12752_1012	TorqueTenoVirus	15-TJN01	1	2.94
P12752_1012	TorqueTenoVirus	15-TJN01	508	3.94
P12752_1013	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1013	TorqueTenoVirus	15-TJN01	11	0.02
P12752_1014	TorqueTenoVirus	15-TJN01	110	13.50
P12752_1014	TorqueTenoVirus	15-TJN01	23542	5.88
P12752_1015	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1015	TorqueTenoVirus	15-TJN01	4	0.00
P12752_1016	TorqueTenoVirus	15-TJN01	2423	24.23
P12752_1016	TorqueTenoVirus	15-TJN01	508135	9.66
P12752_1017	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1017	TorqueTenoVirus	15-TJN01	56	0.24
P12752_1018	TorqueTenoVirus	15-TJN01	2153	16.53
P12752_1018	TorqueTenoVirus	15-TJN01	829927	21.48
P12752_1019	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1019	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1020	TorqueTenoVirus	15-TJN01	217	1.79
P12752_1020	TorqueTenoVirus	15-TJN01	44878	1.20
P12752_1021	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1021	TorqueTenoVirus	15-TJN01	3	0.00
P12752_1022	TorqueTenoVirus	15-TJN01	21066	5.90
P12752_1022	TorqueTenoVirus	15-TJN01	86	13.35
P12752_1023	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1023	TorqueTenoVirus	15-TJN01	24	0.06
P12752_1024	TorqueTenoVirus	15-TJN01	185260	5.06
P12752_1024	TorqueTenoVirus	15-TJN01	224	3.41
P12752_1025	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1025	TorqueTenoVirus	15-TJN01	1	0.03
P12752_1026	TorqueTenoVirus	15-TJN01	1501	20.29
P12752_1026	TorqueTenoVirus	15-TJN01	286044	5.91
P12752_1027	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1027	TorqueTenoVirus	15-TJN01	2	0.00
P12752_1028	TorqueTenoVirus	15-TJN01	104615	5.33
P12752_1028	TorqueTenoVirus	15-TJN01	394	12.36
P12752_1029	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1029	TorqueTenoVirus	15-TJN01	2	0.00
P12752_1030	TorqueTenoVirus	15-TJN01	1083	5.78
P12752_1030	TorqueTenoVirus	15-TJN01	7	19.44
P12752_1031	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1031	TorqueTenoVirus	15-TJN01	4	0.00
P12752_1032	TorqueTenoVirus	15-TJN01	1	100.00
P12752_1032	TorqueTenoVirus	15-TJN01	81	3.93
P12752_1033	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1033	TorqueTenoVirus	15-TJN01	2	0.00
P12752_1034	TorqueTenoVirus	15-TJN01	149312	4.36
P12752_1034	TorqueTenoVirus	15-TJN01	366	5.27
P12752_1035	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1035	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1036	TorqueTenoVirus	15-TJN01	1226	14.39
P12752_1036	TorqueTenoVirus	15-TJN01	333346	3.20
P12752_1037	TorqueTenoVirus	15-TJN01	1	0.09
P12752_1037	TorqueTenoVirus	15-TJN01	8	0.01
P12752_1038	TorqueTenoVirus	15-TJN01	2373	15.87
P12752_1038	TorqueTenoVirus	15-TJN01	379152	5.17
P12752_1039	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1039	TorqueTenoVirus	15-TJN01	14	0.05
P12752_1040	TorqueTenoVirus	15-TJN01	211018	5.46
P12752_1040	TorqueTenoVirus	15-TJN01	913	12.89
P12752_1041	TorqueTenoVirus	15-TJN01	1	0.00
P12752_1041	TorqueTenoVirus	15-TJN01	3	0.00
P12752_1042	TorqueTenoVirus	15-TJN01	0	0.00
P12752_1042	TorqueTenoVirus	15-TJN01	0	0.00
P12653_1001	TorqueTenoVirus	16-TUS01	0	0.00
P12653_1001	TorqueTenoVirus	16-TUS01	0	0.00
P12653_1002	TorqueTenoVirus	16-TUS01	265502	11.53
P12653_1002	TorqueTenoVirus	16-TUS01	787	14.08
P12653_1003	TorqueTenoVirus	16-TUS01	0	0.00
P12653_1003	TorqueTenoVirus	16-TUS01	5	0.05
P12653_1004	TorqueTenoVirus	16-TUS01	1972	17.06
P12653_1004	TorqueTenoVirus	16-TUS01	508206	9.23
P12653_1005	TorqueTenoVirus	16-TUS01	0	0.00
P12653_1005	TorqueTenoVirus	16-TUS01	20	0.03
P12653_1006	TorqueTenoVirus	16-TUS01	351	4.33
P12653_1006	TorqueTenoVirus	16-TUS01	647073	10.39
P12752_1001	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1001	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1002	TorqueTenoVirus	16-TUS01	212	7.29
P12752_1002	TorqueTenoVirus	16-TUS01	312257	7.51
P12752_1003	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1003	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1004	TorqueTenoVirus	16-TUS01	20	3.91
P12752_1004	TorqueTenoVirus	16-TUS01	8803	3.16
P12752_1005	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1005	TorqueTenoVirus	16-TUS01	3	0.04
P12752_1006	TorqueTenoVirus	16-TUS01	209140	10.12
P12752_1006	TorqueTenoVirus	16-TUS01	586	27.50
P12752_1007	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1007	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1008	TorqueTenoVirus	16-TUS01	185416	3.19
P12752_1008	TorqueTenoVirus	16-TUS01	79	0.51
P12752_1009	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1009	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1009	TorqueTenoVirus	16-TUS01	1	0.01
P12752_1009	TorqueTenoVirus	16-TUS01	1	0.01
P12752_1010	TorqueTenoVirus	16-TUS01	142602	7.52
P12752_1010	TorqueTenoVirus	16-TUS01	369	7.29
P12752_1011	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1011	TorqueTenoVirus	16-TUS01	5	0.00
P12752_1012	TorqueTenoVirus	16-TUS01	1	2.94
P12752_1012	TorqueTenoVirus	16-TUS01	569	4.41
P12752_1013	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1013	TorqueTenoVirus	16-TUS01	14	0.02
P12752_1014	TorqueTenoVirus	16-TUS01	24471	6.11
P12752_1014	TorqueTenoVirus	16-TUS01	88	10.80
P12752_1015	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1015	TorqueTenoVirus	16-TUS01	2	0.00
P12752_1016	TorqueTenoVirus	16-TUS01	1676	16.76
P12752_1016	TorqueTenoVirus	16-TUS01	337968	6.43
P12752_1017	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1017	TorqueTenoVirus	16-TUS01	13	0.06
P12752_1018	TorqueTenoVirus	16-TUS01	1739	13.35
P12752_1018	TorqueTenoVirus	16-TUS01	366253	9.48
P12752_1019	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1019	TorqueTenoVirus	16-TUS01	2	0.03
P12752_1020	TorqueTenoVirus	16-TUS01	191	1.57
P12752_1020	TorqueTenoVirus	16-TUS01	52564	1.40
P12752_1021	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1021	TorqueTenoVirus	16-TUS01	3	0.00
P12752_1022	TorqueTenoVirus	16-TUS01	24034	6.73
P12752_1022	TorqueTenoVirus	16-TUS01	80	12.42
P12752_1023	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1023	TorqueTenoVirus	16-TUS01	25	0.06
P12752_1024	TorqueTenoVirus	16-TUS01	227894	6.23
P12752_1024	TorqueTenoVirus	16-TUS01	286	4.36
P12752_1025	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1025	TorqueTenoVirus	16-TUS01	1	0.03
P12752_1026	TorqueTenoVirus	16-TUS01	1473	19.91
P12752_1026	TorqueTenoVirus	16-TUS01	357483	7.38
P12752_1027	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1027	TorqueTenoVirus	16-TUS01	2	0.00
P12752_1028	TorqueTenoVirus	16-TUS01	115897	5.90
P12752_1028	TorqueTenoVirus	16-TUS01	470	14.74
P12752_1029	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1029	TorqueTenoVirus	16-TUS01	2	0.00
P12752_1030	TorqueTenoVirus	16-TUS01	1305	6.96
P12752_1030	TorqueTenoVirus	16-TUS01	5	13.89
P12752_1031	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1031	TorqueTenoVirus	16-TUS01	4	0.00
P12752_1032	TorqueTenoVirus	16-TUS01	100	4.85
P12752_1032	TorqueTenoVirus	16-TUS01	1	100.00
P12752_1033	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1033	TorqueTenoVirus	16-TUS01	2	0.00
P12752_1034	TorqueTenoVirus	16-TUS01	156278	4.56
P12752_1034	TorqueTenoVirus	16-TUS01	492	7.09
P12752_1035	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1035	TorqueTenoVirus	16-TUS01	6	0.00
P12752_1036	TorqueTenoVirus	16-TUS01	1923	22.58
P12752_1036	TorqueTenoVirus	16-TUS01	529989	5.08
P12752_1037	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1037	TorqueTenoVirus	16-TUS01	11	0.01
P12752_1038	TorqueTenoVirus	16-TUS01	2428	16.24
P12752_1038	TorqueTenoVirus	16-TUS01	445722	6.07
P12752_1039	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1039	TorqueTenoVirus	16-TUS01	19	0.06
P12752_1040	TorqueTenoVirus	16-TUS01	1247	17.61
P12752_1040	TorqueTenoVirus	16-TUS01	266194	6.88
P12752_1041	TorqueTenoVirus	16-TUS01	3	0.01
P12752_1041	TorqueTenoVirus	16-TUS01	4	0.00
P12752_1042	TorqueTenoVirus	16-TUS01	0	0.00
P12752_1042	TorqueTenoVirus	16-TUS01	0	0.00
P12653_1001	TorqueTenoVirus	17-SENV-G	0	0.00
P12653_1001	TorqueTenoVirus	17-SENV-G	0	0.00
P12653_1002	TorqueTenoVirus	17-SENV-G	147961	6.43
P12653_1002	TorqueTenoVirus	17-SENV-G	278	4.97
P12653_1003	TorqueTenoVirus	17-SENV-G	1	0.42
P12653_1003	TorqueTenoVirus	17-SENV-G	8	0.08
P12653_1004	TorqueTenoVirus	17-SENV-G	1004	8.69
P12653_1004	TorqueTenoVirus	17-SENV-G	303958	5.52
P12653_1005	TorqueTenoVirus	17-SENV-G	0	0.00
P12653_1005	TorqueTenoVirus	17-SENV-G	18	0.02
P12653_1006	TorqueTenoVirus	17-SENV-G	419	5.17
P12653_1006	TorqueTenoVirus	17-SENV-G	459290	7.37
P12752_1001	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1001	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1002	TorqueTenoVirus	17-SENV-G	175980	4.23
P12752_1002	TorqueTenoVirus	17-SENV-G	33	1.14
P12752_1003	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1003	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1004	TorqueTenoVirus	17-SENV-G	3	0.59
P12752_1004	TorqueTenoVirus	17-SENV-G	5618	2.02
P12752_1005	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1005	TorqueTenoVirus	17-SENV-G	2	0.03
P12752_1006	TorqueTenoVirus	17-SENV-G	126411	6.12
P12752_1006	TorqueTenoVirus	17-SENV-G	77	3.61
P12752_1007	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1007	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1008	TorqueTenoVirus	17-SENV-G	18508	0.32
P12752_1008	TorqueTenoVirus	17-SENV-G	3	0.02
P12752_1009	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1009	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1009	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1009	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1010	TorqueTenoVirus	17-SENV-G	137	2.71
P12752_1010	TorqueTenoVirus	17-SENV-G	76692	4.04
P12752_1011	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1011	TorqueTenoVirus	17-SENV-G	7	0.00
P12752_1012	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1012	TorqueTenoVirus	17-SENV-G	391	3.03
P12752_1013	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1013	TorqueTenoVirus	17-SENV-G	11	0.02
P12752_1014	TorqueTenoVirus	17-SENV-G	17538	4.38
P12752_1014	TorqueTenoVirus	17-SENV-G	24	2.94
P12752_1015	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1015	TorqueTenoVirus	17-SENV-G	2	0.00
P12752_1016	TorqueTenoVirus	17-SENV-G	293249	5.58
P12752_1016	TorqueTenoVirus	17-SENV-G	608	6.08
P12752_1017	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1017	TorqueTenoVirus	17-SENV-G	3	0.01
P12752_1018	TorqueTenoVirus	17-SENV-G	197109	5.10
P12752_1018	TorqueTenoVirus	17-SENV-G	666	5.11
P12752_1019	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1019	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1020	TorqueTenoVirus	17-SENV-G	40138	1.07
P12752_1020	TorqueTenoVirus	17-SENV-G	71	0.58
P12752_1021	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1021	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1022	TorqueTenoVirus	17-SENV-G	13663	3.82
P12752_1022	TorqueTenoVirus	17-SENV-G	35	5.43
P12752_1023	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1023	TorqueTenoVirus	17-SENV-G	18	0.04
P12752_1024	TorqueTenoVirus	17-SENV-G	168622	4.61
P12752_1024	TorqueTenoVirus	17-SENV-G	341	5.19
P12752_1025	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1025	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1026	TorqueTenoVirus	17-SENV-G	216	2.92
P12752_1026	TorqueTenoVirus	17-SENV-G	230664	4.76
P12752_1027	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1027	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1028	TorqueTenoVirus	17-SENV-G	160	5.02
P12752_1028	TorqueTenoVirus	17-SENV-G	72941	3.71
P12752_1029	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1029	TorqueTenoVirus	17-SENV-G	2	0.00
P12752_1030	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1030	TorqueTenoVirus	17-SENV-G	925	4.94
P12752_1031	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1031	TorqueTenoVirus	17-SENV-G	2	0.00
P12752_1032	TorqueTenoVirus	17-SENV-G	1	100.00
P12752_1032	TorqueTenoVirus	17-SENV-G	62	3.01
P12752_1033	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1033	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1034	TorqueTenoVirus	17-SENV-G	119887	3.50
P12752_1034	TorqueTenoVirus	17-SENV-G	210	3.02
P12752_1035	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1035	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1036	TorqueTenoVirus	17-SENV-G	233556	2.24
P12752_1036	TorqueTenoVirus	17-SENV-G	545	6.40
P12752_1037	TorqueTenoVirus	17-SENV-G	10	0.01
P12752_1037	TorqueTenoVirus	17-SENV-G	1	0.09
P12752_1038	TorqueTenoVirus	17-SENV-G	282670	3.85
P12752_1038	TorqueTenoVirus	17-SENV-G	540	3.61
P12752_1039	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1039	TorqueTenoVirus	17-SENV-G	11	0.04
P12752_1040	TorqueTenoVirus	17-SENV-G	166551	4.31
P12752_1040	TorqueTenoVirus	17-SENV-G	469	6.62
P12752_1041	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1041	TorqueTenoVirus	17-SENV-G	1	0.00
P12752_1042	TorqueTenoVirus	17-SENV-G	0	0.00
P12752_1042	TorqueTenoVirus	17-SENV-G	2	0.01
P12653_1001	TorqueTenoVirus	18-SENV-C	0	0.00
P12653_1001	TorqueTenoVirus	18-SENV-C	0	0.00
P12653_1002	TorqueTenoVirus	18-SENV-C	197781	8.59
P12653_1002	TorqueTenoVirus	18-SENV-C	428	7.66
P12653_1003	TorqueTenoVirus	18-SENV-C	0	0.00
P12653_1003	TorqueTenoVirus	18-SENV-C	14	0.15
P12653_1004	TorqueTenoVirus	18-SENV-C	1227	10.62
P12653_1004	TorqueTenoVirus	18-SENV-C	525223	9.54
P12653_1005	TorqueTenoVirus	18-SENV-C	0	0.00
P12653_1005	TorqueTenoVirus	18-SENV-C	28	0.04
P12653_1006	TorqueTenoVirus	18-SENV-C	255	3.15
P12653_1006	TorqueTenoVirus	18-SENV-C	625523	10.04
P12752_1001	TorqueTenoVirus	18-SENV-C	0	0.00
P12752_1001	TorqueTenoVirus	18-SENV-C	1	0.00
P12752_1002	TorqueTenoVirus	18-SENV-C	210	7.22
P12752_1002	TorqueTenoVirus	18-SENV-C	319257	7.68
P12752_1003	TorqueTenoVirus	18-SENV-C	0	0.00
P12752_1003	TorqueTenoVirus	18-SENV-C	4	0.03
P12752_1004	TorqueTenoVirus	18-SENV-C	10847	3.89
P12752_1004	TorqueTenoVirus	18-SENV-C	17	3.33
P12752_1005	TorqueTenoVirus	18-SENV-C	1	0.19
P12752_1005	TorqueTenoVirus	18-SENV-C	6	0.08
P12752_1006	TorqueTenoVirus	18-SENV-C	1127937	54.60
P12752_1006	TorqueTenoVirus	18-SENV-C	772	36.23
P12752_1007	TorqueTenoVirus	18-SENV-C	0	0.00
P12752_1007	TorqueTenoVirus	18-SENV-C	0	0.00
P12752_1008	TorqueTenoVirus	18-SENV-C	15	0.10
P12752_1008	TorqueTenoVirus	18-SENV-C	25559	0.44
P12752_1009	TorqueTenoVirus	18-SENV-C	0	0.00
P12752_1009	TorqueTenoVirus	18-SENV-C	0	0.00
P12752_1009	TorqueTenoVirus	18-SENV-C	2	0.01
P12752_1009	TorqueTenoVirus	18-SENV-C	2	0.01
P12752_1010	TorqueTenoVirus	18-SENV-C	239781	12.64
P12752_1010	TorqueTenoVirus	18-SENV-C	366	7.23
P12752_1011	TorqueTenoVirus	18-SENV-C	0	0.00
P12752_1011	TorqueTenoVirus	18-SENV-C	9	0.00
P12752_1012	TorqueTenoVirus	18-SENV-C	1	2.94
P12752_1012	TorqueTenoVirus	18-SENV-C	665	5.16
P12752_1013	TorqueTenoVirus	18-SENV-C	0	0.00
P12752_1013	TorqueTenoVirus	18-SENV-C	16	0.02
P12752_1014	TorqueTenoVirus	18-SENV-C	46008	11.49
P12752_1014	TorqueTenoVirus	18-SENV-C	84	10.31
P12752_1015	TorqueTenoVirus	18-SENV-C	0	0.00
P12752_1015	TorqueTenoVirus	18-SENV-C	2	0.00
P12752_1016	TorqueTenoVirus	18-SENV-C	1559	15.59
P12752_1016	TorqueTenoVirus	18-SENV-C	489717	9.31
