SampleID	Reference	Type	n_mapped	pct_mapped
P12752_1036	TorqueTenoVirus	21-TCHN-B	215424	2.07
P12752_1037	TorqueTenoVirus	21-TCHN-B	0	0.00
P12752_1037	TorqueTenoVirus	21-TCHN-B	13	0.01
P12752_1038	TorqueTenoVirus	21-TCHN-B	120	0.80
P12752_1038	TorqueTenoVirus	21-TCHN-B	276818	3.77
P12752_1039	TorqueTenoVirus	21-TCHN-B	0	0.00
P12752_1039	TorqueTenoVirus	21-TCHN-B	12	0.04
P12752_1040	TorqueTenoVirus	21-TCHN-B	145360	3.76
P12752_1040	TorqueTenoVirus	21-TCHN-B	40	0.56
P12752_1041	TorqueTenoVirus	21-TCHN-B	1	0.00
P12752_1041	TorqueTenoVirus	21-TCHN-B	2	0.01
P12752_1042	TorqueTenoVirus	21-TCHN-B	0	0.00
P12752_1042	TorqueTenoVirus	21-TCHN-B	2	0.01
P12653_1001	TorqueTenoVirus	22-svi-1	0	0.00
P12653_1001	TorqueTenoVirus	22-svi-1	2	0.05
P12653_1002	TorqueTenoVirus	22-svi-1	1918	34.31
P12653_1002	TorqueTenoVirus	22-svi-1	302030	13.12
P12653_1003	TorqueTenoVirus	22-svi-1	2	0.83
P12653_1003	TorqueTenoVirus	22-svi-1	21	0.22
P12653_1004	TorqueTenoVirus	22-svi-1	4997	43.23
P12653_1004	TorqueTenoVirus	22-svi-1	622098	11.30
P12653_1005	TorqueTenoVirus	22-svi-1	0	0.00
P12653_1005	TorqueTenoVirus	22-svi-1	44	0.06
P12653_1006	TorqueTenoVirus	22-svi-1	1008628	16.20
P12653_1006	TorqueTenoVirus	22-svi-1	829	10.22
P12752_1001	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1001	TorqueTenoVirus	22-svi-1	2	0.00
P12752_1002	TorqueTenoVirus	22-svi-1	367782	8.85
P12752_1002	TorqueTenoVirus	22-svi-1	609	20.95
P12752_1003	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1003	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1004	TorqueTenoVirus	22-svi-1	10630	3.82
P12752_1004	TorqueTenoVirus	22-svi-1	53	10.37
P12752_1005	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1005	TorqueTenoVirus	22-svi-1	3	0.04
P12752_1006	TorqueTenoVirus	22-svi-1	212594	10.29
P12752_1006	TorqueTenoVirus	22-svi-1	770	36.13
P12752_1007	TorqueTenoVirus	22-svi-1	1	0.01
P12752_1007	TorqueTenoVirus	22-svi-1	1	0.05
P12752_1008	TorqueTenoVirus	22-svi-1	27250	0.47
P12752_1008	TorqueTenoVirus	22-svi-1	53	0.34
P12752_1009	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1009	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1009	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1009	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1010	TorqueTenoVirus	22-svi-1	175742	9.26
P12752_1010	TorqueTenoVirus	22-svi-1	587	11.60
P12752_1011	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1011	TorqueTenoVirus	22-svi-1	11	0.00
P12752_1012	TorqueTenoVirus	22-svi-1	2	5.88
P12752_1012	TorqueTenoVirus	22-svi-1	833	6.46
P12752_1013	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1013	TorqueTenoVirus	22-svi-1	15	0.02
P12752_1014	TorqueTenoVirus	22-svi-1	178	21.84
P12752_1014	TorqueTenoVirus	22-svi-1	31630	7.90
P12752_1015	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1015	TorqueTenoVirus	22-svi-1	2	0.00
P12752_1016	TorqueTenoVirus	22-svi-1	3219	32.19
P12752_1016	TorqueTenoVirus	22-svi-1	626644	11.92
P12752_1017	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1017	TorqueTenoVirus	22-svi-1	37	0.16
P12752_1018	TorqueTenoVirus	22-svi-1	2223	17.07
P12752_1018	TorqueTenoVirus	22-svi-1	338434	8.76
P12752_1019	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1019	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1020	TorqueTenoVirus	22-svi-1	359	2.95
P12752_1020	TorqueTenoVirus	22-svi-1	66065	1.76
P12752_1021	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1021	TorqueTenoVirus	22-svi-1	4	0.00
P12752_1022	TorqueTenoVirus	22-svi-1	175	27.17
P12752_1022	TorqueTenoVirus	22-svi-1	47172	13.20
P12752_1023	TorqueTenoVirus	22-svi-1	1	0.22
P12752_1023	TorqueTenoVirus	22-svi-1	33	0.08
P12752_1024	TorqueTenoVirus	22-svi-1	361781	9.89
P12752_1024	TorqueTenoVirus	22-svi-1	710	10.81
P12752_1025	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1025	TorqueTenoVirus	22-svi-1	1	0.03
P12752_1026	TorqueTenoVirus	22-svi-1	2729	36.89
P12752_1026	TorqueTenoVirus	22-svi-1	416584	8.60
P12752_1027	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1027	TorqueTenoVirus	22-svi-1	2	0.00
P12752_1028	TorqueTenoVirus	22-svi-1	189426	9.64
P12752_1028	TorqueTenoVirus	22-svi-1	819	25.69
P12752_1029	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1029	TorqueTenoVirus	22-svi-1	2	0.00
P12752_1030	TorqueTenoVirus	22-svi-1	3112	16.61
P12752_1030	TorqueTenoVirus	22-svi-1	9	25.00
P12752_1031	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1031	TorqueTenoVirus	22-svi-1	11	0.01
P12752_1032	TorqueTenoVirus	22-svi-1	1	100.00
P12752_1032	TorqueTenoVirus	22-svi-1	133	6.45
P12752_1033	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1033	TorqueTenoVirus	22-svi-1	2	0.00
P12752_1034	TorqueTenoVirus	22-svi-1	1108	15.96
P12752_1034	TorqueTenoVirus	22-svi-1	261525	7.63
P12752_1035	TorqueTenoVirus	22-svi-1	1	0.10
P12752_1035	TorqueTenoVirus	22-svi-1	2	0.00
P12752_1036	TorqueTenoVirus	22-svi-1	2634	30.92
P12752_1036	TorqueTenoVirus	22-svi-1	506365	4.86
P12752_1037	TorqueTenoVirus	22-svi-1	1	0.09
P12752_1037	TorqueTenoVirus	22-svi-1	14	0.01
P12752_1038	TorqueTenoVirus	22-svi-1	3732	24.96
P12752_1038	TorqueTenoVirus	22-svi-1	520998	7.10
P12752_1039	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1039	TorqueTenoVirus	22-svi-1	22	0.07
P12752_1040	TorqueTenoVirus	22-svi-1	1757	24.81
P12752_1040	TorqueTenoVirus	22-svi-1	379952	9.83
P12752_1041	TorqueTenoVirus	22-svi-1	1	0.00
P12752_1041	TorqueTenoVirus	22-svi-1	4	0.00
P12752_1042	TorqueTenoVirus	22-svi-1	0	0.00
P12752_1042	TorqueTenoVirus	22-svi-1	5	0.04
P12653_1001	TorqueTenoVirus	23-CH65-2	0	0.00
P12653_1001	TorqueTenoVirus	23-CH65-2	0	0.00
P12653_1002	TorqueTenoVirus	23-CH65-2	43622	1.89
P12653_1002	TorqueTenoVirus	23-CH65-2	6	0.11
P12653_1003	TorqueTenoVirus	23-CH65-2	0	0.00
P12653_1003	TorqueTenoVirus	23-CH65-2	4	0.04
P12653_1004	TorqueTenoVirus	23-CH65-2	104870	1.90
P12653_1004	TorqueTenoVirus	23-CH65-2	36	0.31
P12653_1005	TorqueTenoVirus	23-CH65-2	0	0.00
P12653_1005	TorqueTenoVirus	23-CH65-2	11	0.01
P12653_1006	TorqueTenoVirus	23-CH65-2	170193	2.73
P12653_1006	TorqueTenoVirus	23-CH65-2	42	0.52
P12752_1001	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1001	TorqueTenoVirus	23-CH65-2	1	0.00
P12752_1002	TorqueTenoVirus	23-CH65-2	10	0.34
P12752_1002	TorqueTenoVirus	23-CH65-2	70598	1.70
P12752_1003	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1003	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1004	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1004	TorqueTenoVirus	23-CH65-2	815	0.29
P12752_1005	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1005	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1006	TorqueTenoVirus	23-CH65-2	18298	0.89
P12752_1006	TorqueTenoVirus	23-CH65-2	6	0.28
P12752_1007	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1007	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1008	TorqueTenoVirus	23-CH65-2	1	0.01
P12752_1008	TorqueTenoVirus	23-CH65-2	8924	0.15
P12752_1009	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1009	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1009	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1009	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1010	TorqueTenoVirus	23-CH65-2	21472	1.13
P12752_1010	TorqueTenoVirus	23-CH65-2	4	0.08
P12752_1011	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1011	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1012	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1012	TorqueTenoVirus	23-CH65-2	82	0.64
P12752_1013	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1013	TorqueTenoVirus	23-CH65-2	1	0.00
P12752_1014	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1014	TorqueTenoVirus	23-CH65-2	2606	0.65
P12752_1015	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1015	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1016	TorqueTenoVirus	23-CH65-2	18	0.18
P12752_1016	TorqueTenoVirus	23-CH65-2	48629	0.92
P12752_1017	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1017	TorqueTenoVirus	23-CH65-2	2	0.01
P12752_1018	TorqueTenoVirus	23-CH65-2	17	0.13
P12752_1018	TorqueTenoVirus	23-CH65-2	53843	1.39
P12752_1019	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1019	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1020	TorqueTenoVirus	23-CH65-2	1	0.01
P12752_1020	TorqueTenoVirus	23-CH65-2	7932	0.21
P12752_1021	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1021	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1022	TorqueTenoVirus	23-CH65-2	3	0.47
P12752_1022	TorqueTenoVirus	23-CH65-2	5314	1.49
P12752_1023	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1023	TorqueTenoVirus	23-CH65-2	6	0.01
P12752_1024	TorqueTenoVirus	23-CH65-2	28	0.43
P12752_1024	TorqueTenoVirus	23-CH65-2	43142	1.18
P12752_1025	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1025	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1026	TorqueTenoVirus	23-CH65-2	14	0.19
P12752_1026	TorqueTenoVirus	23-CH65-2	47958	0.99
P12752_1027	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1027	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1028	TorqueTenoVirus	23-CH65-2	14549	0.74
P12752_1028	TorqueTenoVirus	23-CH65-2	5	0.16
P12752_1029	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1029	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1030	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1030	TorqueTenoVirus	23-CH65-2	101	0.54
P12752_1031	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1031	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1032	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1032	TorqueTenoVirus	23-CH65-2	15	0.73
P12752_1033	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1033	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1034	TorqueTenoVirus	23-CH65-2	29879	0.87
P12752_1034	TorqueTenoVirus	23-CH65-2	8	0.12
P12752_1035	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1035	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1036	TorqueTenoVirus	23-CH65-2	14	0.16
P12752_1036	TorqueTenoVirus	23-CH65-2	50228	0.48
P12752_1037	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1037	TorqueTenoVirus	23-CH65-2	2	0.00
P12752_1038	TorqueTenoVirus	23-CH65-2	31	0.21
P12752_1038	TorqueTenoVirus	23-CH65-2	69374	0.95
P12752_1039	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1039	TorqueTenoVirus	23-CH65-2	2	0.01
P12752_1040	TorqueTenoVirus	23-CH65-2	3	0.04
P12752_1040	TorqueTenoVirus	23-CH65-2	30990	0.80
P12752_1041	TorqueTenoVirus	23-CH65-2	1	0.00
P12752_1041	TorqueTenoVirus	23-CH65-2	1	0.00
P12752_1042	TorqueTenoVirus	23-CH65-2	0	0.00
P12752_1042	TorqueTenoVirus	23-CH65-2	0	0.00
P12653_1001	TorqueTenoVirus	24-SAa-01	0	0.00
P12653_1001	TorqueTenoVirus	24-SAa-01	8	0.20
P12653_1002	TorqueTenoVirus	24-SAa-01	1097115	47.66
P12653_1002	TorqueTenoVirus	24-SAa-01	592	10.59
P12653_1003	TorqueTenoVirus	24-SAa-01	18	0.19
P12653_1003	TorqueTenoVirus	24-SAa-01	2	0.83
P12653_1004	TorqueTenoVirus	24-SAa-01	1397567	25.38
P12653_1004	TorqueTenoVirus	24-SAa-01	765	6.62
P12653_1005	TorqueTenoVirus	24-SAa-01	0	0.00
P12653_1005	TorqueTenoVirus	24-SAa-01	28	0.04
P12653_1006	TorqueTenoVirus	24-SAa-01	151	1.86
P12653_1006	TorqueTenoVirus	24-SAa-01	512644	8.23
P12752_1001	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1001	TorqueTenoVirus	24-SAa-01	1	0.00
P12752_1002	TorqueTenoVirus	24-SAa-01	284275	6.84
P12752_1002	TorqueTenoVirus	24-SAa-01	52	1.79
P12752_1003	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1003	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1004	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1004	TorqueTenoVirus	24-SAa-01	8206	2.95
P12752_1005	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1005	TorqueTenoVirus	24-SAa-01	2	0.03
P12752_1006	TorqueTenoVirus	24-SAa-01	147338	7.13
P12752_1006	TorqueTenoVirus	24-SAa-01	40	1.88
P12752_1007	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1007	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1008	TorqueTenoVirus	24-SAa-01	12387	0.21
P12752_1008	TorqueTenoVirus	24-SAa-01	2	0.01
P12752_1009	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1009	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1009	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1009	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1010	TorqueTenoVirus	24-SAa-01	111835	5.89
P12752_1010	TorqueTenoVirus	24-SAa-01	64	1.27
P12752_1011	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1011	TorqueTenoVirus	24-SAa-01	7	0.00
P12752_1012	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1012	TorqueTenoVirus	24-SAa-01	561	4.35
P12752_1013	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1013	TorqueTenoVirus	24-SAa-01	14	0.02
P12752_1014	TorqueTenoVirus	24-SAa-01	42	5.15
P12752_1014	TorqueTenoVirus	24-SAa-01	80093	20.00
P12752_1015	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1015	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1016	TorqueTenoVirus	24-SAa-01	209	2.09
P12752_1016	TorqueTenoVirus	24-SAa-01	386035	7.34
P12752_1017	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1017	TorqueTenoVirus	24-SAa-01	5	0.02
P12752_1018	TorqueTenoVirus	24-SAa-01	342	2.63
P12752_1018	TorqueTenoVirus	24-SAa-01	606383	15.70
P12752_1019	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1019	TorqueTenoVirus	24-SAa-01	2	0.03
P12752_1020	TorqueTenoVirus	24-SAa-01	120	0.99
P12752_1020	TorqueTenoVirus	24-SAa-01	195762	5.22
P12752_1021	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1021	TorqueTenoVirus	24-SAa-01	1	0.00
P12752_1022	TorqueTenoVirus	24-SAa-01	15	2.33
P12752_1022	TorqueTenoVirus	24-SAa-01	21135	5.92
P12752_1023	TorqueTenoVirus	24-SAa-01	1	0.22
P12752_1023	TorqueTenoVirus	24-SAa-01	21	0.05
P12752_1024	TorqueTenoVirus	24-SAa-01	132	2.01
P12752_1024	TorqueTenoVirus	24-SAa-01	211055	5.77
P12752_1025	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1025	TorqueTenoVirus	24-SAa-01	3	0.01
P12752_1026	TorqueTenoVirus	24-SAa-01	183	2.47
P12752_1026	TorqueTenoVirus	24-SAa-01	419030	8.65
P12752_1027	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1027	TorqueTenoVirus	24-SAa-01	6	0.01
P12752_1028	TorqueTenoVirus	24-SAa-01	267	8.38
P12752_1028	TorqueTenoVirus	24-SAa-01	411643	20.95
P12752_1029	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1029	TorqueTenoVirus	24-SAa-01	2	0.00
P12752_1030	TorqueTenoVirus	24-SAa-01	1	2.78
P12752_1030	TorqueTenoVirus	24-SAa-01	1696	9.05
P12752_1031	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1031	TorqueTenoVirus	24-SAa-01	26	0.02
P12752_1032	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1032	TorqueTenoVirus	24-SAa-01	196	9.51
P12752_1033	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1033	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1034	TorqueTenoVirus	24-SAa-01	197	2.84
P12752_1034	TorqueTenoVirus	24-SAa-01	261027	7.61
P12752_1035	TorqueTenoVirus	24-SAa-01	1	0.10
P12752_1035	TorqueTenoVirus	24-SAa-01	3	0.00
P12752_1036	TorqueTenoVirus	24-SAa-01	151	1.77
P12752_1036	TorqueTenoVirus	24-SAa-01	305824	2.93
P12752_1037	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1037	TorqueTenoVirus	24-SAa-01	14	0.01
P12752_1038	TorqueTenoVirus	24-SAa-01	184	1.23
P12752_1038	TorqueTenoVirus	24-SAa-01	375959	5.12
P12752_1039	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1039	TorqueTenoVirus	24-SAa-01	34	0.11
P12752_1040	TorqueTenoVirus	24-SAa-01	247	3.49
P12752_1040	TorqueTenoVirus	24-SAa-01	593349	15.34
P12752_1041	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1041	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1042	TorqueTenoVirus	24-SAa-01	0	0.00
P12752_1042	TorqueTenoVirus	24-SAa-01	15	0.11
